"filename", "language", "Python", "Properties", "Batch", "PowerShell", "HTML", "JavaScript", "XML", "CSS", "Markdown", "C", "comment", "blank", "total"
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\delete_selected_confirmation.html", "HTML", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 5, 48
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\edit_inline\stacked.html", "HTML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 2, 30
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\edit_inline\tabular.html", "HTML", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 2, 67
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\filter.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\includes\fieldset.html", "HTML", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\includes\object_delete_summary.html", "HTML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\index.html", "HTML", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 8, 51
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\invalid_setup.html", "HTML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\login.html", "HTML", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 14, 69
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\nav_sidebar.html", "HTML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\object_history.html", "HTML", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 4, 57
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\pagination.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\popup_response.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\prepopulated_fields_js.html", "HTML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\search_form.html", "HTML", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\submit_line.html", "HTML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\clearable_file_input.html", "HTML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\date.html", "HTML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\foreign_key_raw_id.html", "HTML", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\many_to_many_raw_id.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\radio.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\related_widget_wrapper.html", "HTML", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 1, 42
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\split_datetime.html", "HTML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\time.html", "HTML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\url.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\logged_out.html", "HTML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 7, 15
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_change_done.html", "HTML", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_change_form.html", "HTML", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 13, 65
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_complete.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_confirm.html", "HTML", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 10, 42
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_done.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_email.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_form.html", "HTML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templatetags\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py", "Python", 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 61, 534
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py", "Python", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 151
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py", "Python", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 67
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templatetags\base.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 46
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\templatetags\log.py", "Python", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 70
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\tests.py", "Python", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38, 234
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\utils.py", "Python", 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 79, 587
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\views\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\views\autocomplete.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 123
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\views\decorators.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\views\main.py", "Python", 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 43, 586
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admin\widgets.py", "Python", 484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 97, 596
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\middleware.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\bookmarklets.html", "HTML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\index.html", "HTML", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 11, 35
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\missing_docutils.html", "HTML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 7, 23
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\model_detail.html", "HTML", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 9, 79
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\model_index.html", "HTML", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 11, 53
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\template_detail.html", "HTML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\template_filter_index.html", "HTML", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 11, 55
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\template_tag_index.html", "HTML", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 11, 55
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\view_detail.html", "HTML", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 9, 34
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\view_index.html", "HTML", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 9, 60
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\urls.py", "Python", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\utils.py", "Python", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36, 245
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\admindocs\views.py", "Python", 422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 49, 499
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\__init__.py", "Python", 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 37, 245
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\admin.py", "Python", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 231
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\apps.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 31
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\backends.py", "Python", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 45, 250
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\base_user.py", "Python", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30, 168
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\checks.py", "Python", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 221
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\context_processors.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 68
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\decorators.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 83
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\forms.py", "Python", 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 69, 519
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\handlers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\handlers\modwsgi.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 44
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\hashers.py", "Python", 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 154, 885
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\management\__init__.py", "Python", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 176
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\management\commands\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\management\commands\changepassword.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 82
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\management\commands\createsuperuser.py", "Python", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 308
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\middleware.py", "Python", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 129
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py", "Python", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 205
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 28
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 14
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py", "Python", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 77
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\mixins.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 136
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\models.py", "Python", 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 95, 500
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\password_validation.py", "Python", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 267
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\signals.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\templates\auth\widgets\read_only_password_hash.html", "HTML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\tokens.py", "Python", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 133
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\urls.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 37
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\validators.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\auth\views.py", "Python", 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 67, 395
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\admin.py", "Python", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 144
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\apps.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\checks.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\fields.py", "Python", 645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 115, 804
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\forms.py", "Python", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 134
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\management\__init__.py", "Python", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 146
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\management\commands\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\management\commands\remove_stale_contenttypes.py", "Python", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 111
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\models.py", "Python", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 191
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\contenttypes\views.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 89
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\admin.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\apps.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\forms.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 75
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\middleware.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 21
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\migrations\0001_initial.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 69
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\models.py", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 50
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\sitemaps.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\templatetags\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\templatetags\flatpages.py", "Python", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 102
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\urls.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\flatpages\views.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 71
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\admin\__init__.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 35
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\admin\options.py", "Python", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 181
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\admin\widgets.py", "Python", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 20, 137
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\apps.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\base\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\base\adapter.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\base\features.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 112
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\base\models.py", "Python", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 141
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\base\operations.py", "Python", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 210
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\mysql\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\mysql\base.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 15
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\mysql\features.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\mysql\introspection.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 34
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\mysql\operations.py", "Python", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 130
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\mysql\schema.py", "Python", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 88
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\oracle\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\oracle\adapter.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 63
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\oracle\base.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 15
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\oracle\features.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\oracle\introspection.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 48
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\oracle\models.py", "Python", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 65
"c:\Users\take\Desktop\venv\Lib\site-packages\django\contrib\gis\db\backends\oracle\operations.py", "Python", 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 40, 246
